temp,humidity,pressure,wind_speed,rain_1h,disaster_type,latitude,longitude,elevation,timestamp,month,hour,vegetation,soil_type,soil_moisture,urban_rural,ocean_current
24.4,74,1006,17.1,1.2,none,2.7448,172.4941,563,2020-06-24 16:00:00,6,16,forest,loam,31.1,rural,normal
19.9,16,996,10.5,1.6,none,84.7044,141.8259,2308,2020-06-24 17:00:00,6,17,shrubland,clay,32.4,rural,normal
11.0,45,1003,15.8,0.0,none,-78.2817,42.2249,977,2020-06-24 18:00:00,6,18,urban,sand,17.1,urban,normal
23.7,74,1007,9.2,0.0,none,-6.7688,-43.6142,702,2020-06-24 19:00:00,6,19,urban,silt,23.8,urban,normal
22.0,93,1018,6.4,1.4,none,56.0289,-178.3044,252,2020-06-24 20:00:00,6,20,forest,silt,57.0,rural,normal
23.1,31,1003,11.5,0.5,none,71.9206,-161.6216,768,2020-06-24 21:00:00,6,21,urban,loam,9.7,urban,normal
5.8,71,1004,4.5,0.0,none,-31.5035,-141.7552,402,2020-06-24 22:00:00,6,22,urban,clay,24.9,urban,cool_current
16.9,100,1009,11.4,0.0,none,-37.561,25.355,78,2020-06-24 23:00:00,6,23,wetland,clay,21.4,rural,normal
11.9,100,1009,4.1,0.0,none,-19.4456,-114.4652,82,2020-06-25 00:00:00,6,0,wetland,clay,61.0,rural,cool_current
19.6,72,1019,17.7,2.2,none,10.1633,-111.5556,240,2020-06-25 01:00:00,6,1,urban,silt,30.3,urban,cool_current
20.2,53,1011,6.5,1.8,none,81.3627,161.5986,416,2020-06-25 02:00:00,6,2,cropland,loam,66.5,rural,normal
24.4,100,1011,2.5,0.3,none,7.8327,96.1449,489,2020-06-25 03:00:00,6,3,wetland,clay,14.7,rural,normal
-0.9,46,1001,3.5,0.0,none,-4.5314,-104.4139,597,2020-06-25 04:00:00,6,4,urban,sand,59.2,rural,cool_current
4.4,60,1015,9.3,2.1,none,61.0572,-126.4566,268,2020-06-25 05:00:00,6,5,forest,silt,17.9,rural,cool_current
26.5,88,1013,16.1,0.0,none,-10.1368,177.8404,70,2020-06-25 06:00:00,6,6,wetland,clay,10.6,rural,normal
15.6,57,1019,8.8,0.0,none,-50.1279,-127.6458,165,2020-06-25 07:00:00,6,7,shrubland,loam,33.1,rural,cool_current
30.2,79,986,25.1,0.8,storm,-44.3651,-60.3718,510,2020-06-25 08:00:00,6,8,grassland,silt,66.9,rural,normal
18.2,62,1014,11.8,0.8,none,59.8518,37.7226,472,2020-06-25 09:00:00,6,9,shrubland,loam,42.2,rural,normal
19.8,22,991,12.5,1.5,none,83.181,-85.7573,1709,2020-06-25 10:00:00,6,10,shrubland,clay,18.8,rural,cool_current
16.2,63,1001,9.8,0.0,none,-86.6283,-137.267,486,2020-06-25 11:00:00,6,11,shrubland,loam,37.5,rural,cool_current
21.6,50,1000,18.0,0.0,none,-52.102,163.1803,1127,2020-06-25 12:00:00,6,12,grassland,silt,11.2,rural,normal
38.7,72,1009,9.8,0.0,none,-27.0794,26.3087,763,2020-06-25 13:00:00,6,13,forest,loam,43.2,rural,normal
16.1,23,997,7.0,0.6,none,84.9891,-118.773,2219,2020-06-25 14:00:00,6,14,grassland,clay,59.3,rural,cool_current
17.6,70,1018,26.1,0.4,none,4.7852,-117.721,536,2020-06-25 15:00:00,6,15,cropland,silt,32.8,rural,cool_current
25.4,54,1004,20.0,0.0,none,-18.6597,-29.636,655,2020-06-25 16:00:00,6,16,urban,silt,15.9,rural,normal
29.7,44,1000,16.1,1.2,none,47.9537,25.4758,608,2020-06-25 17:00:00,6,17,urban,clay,25.3,urban,normal
22.0,75,1007,7.2,3.0,none,68.4645,-43.0721,267,2020-06-25 18:00:00,6,18,urban,sand,43.3,urban,normal
16.5,58,1010,5.8,6.0,none,59.8029,-39.7915,197,2020-06-25 19:00:00,6,19,shrubland,clay,63.4,rural,normal
12.2,44,1004,6.5,0.0,none,-53.6871,90.9186,476,2020-06-25 20:00:00,6,20,forest,loam,38.3,rural,normal
-3.7,18,984,10.7,0.0,none,-73.1989,-128.3693,2885,2020-06-25 21:00:00,6,21,urban,clay,22.6,urban,cool_current
9.5,22,995,7.2,3.9,none,75.805,-147.8605,2392,2020-06-25 22:00:00,6,22,grassland,silt,32.0,rural,cool_current
18.3,69,1020,14.0,3.0,none,61.0539,168.1815,768,2020-06-25 23:00:00,6,23,forest,silt,56.0,rural,normal
17.1,65,1014,11.4,2.1,none,20.3338,124.473,587,2020-06-26 00:00:00,6,0,urban,loam,45.5,urban,normal
15.8,64,1010,16.6,3.9,none,81.7338,89.115,331,2020-06-26 01:00:00,6,1,grassland,clay,30.1,rural,normal
15.8,68,1010,8.7,0.0,none,-8.1891,49.7163,485,2020-06-26 02:00:00,6,2,urban,sand,38.6,rural,normal
28.7,30,1008,6.4,0.0,none,-47.1338,36.1681,959,2020-06-26 03:00:00,6,3,grassland,sand,12.7,rural,normal
20.7,66,1005,6.0,3.0,none,-6.7899,41.2522,195,2020-06-26 04:00:00,6,4,urban,clay,38.1,urban,normal
16.3,73,1012,16.3,0.5,none,20.8946,-64.0498,1017,2020-06-26 05:00:00,6,5,grassland,sand,56.2,rural,normal
22.9,10,981,6.6,0.2,none,78.6355,176.9818,2642,2020-06-26 06:00:00,6,6,shrubland,loam,17.9,rural,normal
31.7,75,999,26.8,7.2,storm,25.6152,-35.4249,98,2020-06-26 07:00:00,6,7,wetland,clay,47.8,rural,normal
19.7,13,990,5.0,0.7,none,82.9163,54.1735,1938,2020-06-26 08:00:00,6,8,shrubland,sand,28.8,rural,normal
12.5,55,1007,10.8,0.0,none,-17.5179,-66.6795,1252,2020-06-26 09:00:00,6,9,forest,silt,7.8,rural,normal
21.6,28,1004,8.4,0.0,none,-71.6887,-94.9457,717,2020-06-26 10:00:00,6,10,shrubland,loam,27.0,rural,cool_current
13.9,44,1012,19.6,0.0,none,-36.54,-3.3704,819,2020-06-26 11:00:00,6,11,grassland,clay,33.0,rural,normal
24.1,54,1007,13.6,0.0,none,37.4908,3.7503,426,2020-06-26 12:00:00,6,12,cropland,loam,12.4,rural,normal
27.3,69,1009,6.1,0.9,none,18.0598,57.1825,277,2020-06-26 13:00:00,6,13,urban,sand,22.3,rural,normal
15.2,48,1006,18.4,0.4,none,85.1322,-77.5692,483,2020-06-26 14:00:00,6,14,urban,sand,32.3,urban,cool_current
25.2,60,1005,11.7,0.0,none,-86.396,97.5263,756,2020-06-26 15:00:00,6,15,grassland,sand,53.9,rural,normal
24.0,10,1002,28.4,1.2,none,89.7532,-94.517,1848,2020-06-26 16:00:00,6,16,shrubland,loam,49.3,rural,cool_current
26.3,10,993,15.6,1.2,none,79.8642,-6.108,2291,2020-06-26 17:00:00,6,17,urban,loam,10.7,urban,normal
8.9,62,1003,8.3,0.0,none,88.8814,-99.31,786,2020-06-26 18:00:00,6,18,grassland,silt,77.7,rural,cool_current
15.7,84,1011,14.2,0.5,none,-5.793,-136.1997,605,2020-06-26 19:00:00,6,19,urban,sand,51.3,urban,cool_current
14.1,89,1014,20.9,0.1,none,10.4702,58.7888,582,2020-06-26 20:00:00,6,20,wetland,clay,13.3,rural,normal
12.1,49,1008,15.0,1.7,none,84.2312,158.8696,526,2020-06-26 21:00:00,6,21,shrubland,loam,51.7,rural,normal
29.6,19,997,19.0,4.2,none,82.4212,88.7755,1123,2020-06-26 22:00:00,6,22,grassland,sand,27.8,rural,normal
13.5,36,1004,20.3,0.0,none,-42.0275,-154.2141,1004,2020-06-26 23:00:00,6,23,urban,clay,19.3,urban,normal
29.2,80,1012,16.8,6.2,none,12.7955,96.3866,459,2020-06-27 00:00:00,6,0,forest,silt,52.8,rural,normal
25.5,61,1000,0.9,0.4,none,4.8123,-21.3669,1200,2020-06-27 01:00:00,6,1,urban,silt,20.5,urban,normal
8.0,86,1010,4.4,0.0,none,-72.2716,-144.4163,380,2020-06-27 02:00:00,6,2,forest,loam,14.3,rural,cool_current
25.5,96,1010,8.9,0.5,none,20.5949,137.7638,43,2020-06-27 03:00:00,6,3,forest,loam,46.6,rural,normal
5.5,58,999,8.5,5.3,none,64.6846,24.4369,805,2020-06-27 04:00:00,6,4,shrubland,clay,50.5,rural,normal
8.8,22,988,17.5,0.0,none,-67.0805,43.5225,2526,2020-06-27 05:00:00,6,5,shrubland,clay,13.0,rural,normal
35.8,10,996,9.3,6.2,none,67.2076,35.1489,1201,2020-06-27 06:00:00,6,6,urban,loam,33.8,urban,normal
25.7,10,1008,45.5,0.0,wind_damage,-80.4072,81.0928,1066,2020-06-27 07:00:00,6,7,urban,clay,29.9,urban,normal
16.4,10,997,15.4,0.0,none,-57.5075,61.1399,1819,2020-06-27 08:00:00,6,8,shrubland,sand,49.4,rural,normal
28.3,66,1014,10.3,0.3,none,-33.1823,81.6644,40,2020-06-27 09:00:00,6,9,forest,loam,22.0,rural,normal
25.6,18,1010,13.8,0.0,none,-32.4634,-54.0854,1165,2020-06-27 10:00:00,6,10,grassland,silt,38.4,rural,normal
20.0,35,1015,4.4,1.7,none,52.2676,-141.3656,222,2020-06-27 11:00:00,6,11,urban,sand,33.0,urban,cool_current
35.6,88,989,35.7,7.4,storm,6.7639,-47.8289,83,2020-06-27 12:00:00,6,12,wetland,clay,45.1,rural,normal
11.1,14,998,5.6,0.0,none,-73.0262,15.454,1850,2020-06-27 13:00:00,6,13,urban,silt,26.9,urban,cool_current
12.9,45,999,13.2,0.3,none,16.3168,-118.2966,1037,2020-06-27 14:00:00,6,14,urban,sand,27.3,urban,cool_current
26.6,10,996,6.1,0.0,none,-50.5523,91.9074,2007,2020-06-27 15:00:00,6,15,shrubland,loam,26.9,rural,normal
22.7,22,995,16.3,0.0,none,-73.6845,-9.6585,2004,2020-06-27 16:00:00,6,16,shrubland,clay,45.9,rural,normal
28.0,85,1011,12.8,0.1,none,-29.1643,34.6037,492,2020-06-27 17:00:00,6,17,grassland,silt,23.1,rural,normal
19.5,70,1011,13.7,0.0,none,-72.5591,119.781,619,2020-06-27 18:00:00,6,18,cropland,sand,2.5,rural,normal
10.2,66,991,13.1,11.2,flood,49.8159,171.7309,1450,2020-06-27 19:00:00,6,19,urban,sand,60.1,urban,normal
18.1,72,1012,3.8,1.0,none,9.3739,90.22,441,2020-06-27 20:00:00,6,20,urban,clay,32.4,rural,normal
19.6,46,998,18.8,2.2,none,82.4964,110.901,1577,2020-06-27 21:00:00,6,21,shrubland,loam,63.5,rural,normal
24.0,83,1011,9.0,0.6,none,32.9637,36.5909,93,2020-06-27 22:00:00,6,22,grassland,sand,51.9,rural,normal
20.0,33,994,11.2,0.3,none,57.8195,-11.6804,1840,2020-06-27 23:00:00,6,23,urban,clay,29.3,urban,normal
17.7,69,1015,17.8,0.0,none,-57.3072,33.4072,475,2020-06-28 00:00:00,6,0,urban,sand,20.4,urban,normal
13.2,31,1007,13.7,0.1,none,75.5787,-34.1453,1990,2020-06-28 01:00:00,6,1,grassland,clay,31.3,rural,normal
14.7,62,1010,2.9,0.0,none,-19.7701,77.1732,573,2020-06-28 02:00:00,6,2,urban,clay,25.2,urban,normal
9.7,59,1011,2.9,6.9,none,25.1717,-147.7266,728,2020-06-28 03:00:00,6,3,forest,loam,11.3,rural,cool_current
22.0,60,1009,8.6,2.3,none,46.2914,91.6419,717,2020-06-28 04:00:00,6,4,shrubland,clay,71.0,rural,normal
18.9,62,998,19.3,1.2,none,60.8689,101.8723,1357,2020-06-28 05:00:00,6,5,cropland,clay,39.0,rural,normal
32.7,15,1006,24.0,0.1,none,53.1477,102.8277,1062,2020-06-28 06:00:00,6,6,urban,sand,10.9,urban,normal
30.7,74,989,26.3,9.0,storm,36.2956,-105.2937,151,2020-06-28 07:00:00,6,7,grassland,sand,10.4,rural,cool_current
21.5,57,1009,18.5,4.5,none,74.7454,130.7032,976,2020-06-28 08:00:00,6,8,shrubland,sand,46.4,rural,normal
8.5,41,1002,4.8,0.0,none,-51.5164,102.9517,955,2020-06-28 09:00:00,6,9,forest,loam,46.3,rural,normal
30.3,50,1005,26.1,0.5,none,24.2137,165.7041,899,2020-06-28 10:00:00,6,10,urban,clay,23.5,urban,normal
13.9,10,999,10.8,0.0,none,-53.061,-148.2457,1054,2020-06-28 11:00:00,6,11,grassland,clay,45.1,rural,cool_current
25.0,55,1006,7.8,0.0,none,-0.5385,57.7685,411,2020-06-28 12:00:00,6,12,urban,loam,38.0,rural,normal
30.6,10,1005,15.0,7.0,none,35.6306,162.6347,1736,2020-06-28 13:00:00,6,13,urban,loam,20.0,urban,normal
27.2,93,1002,5.9,1.0,none,-41.007,49.8999,202,2020-06-28 14:00:00,6,14,wetland,clay,19.9,rural,normal
22.0,61,1009,21.7,0.0,none,-69.402,40.3269,417,2020-06-28 15:00:00,6,15,cropland,sand,49.4,rural,normal
23.8,22,999,16.5,0.0,none,-78.8795,67.8303,1994,2020-06-28 16:00:00,6,16,grassland,loam,8.5,rural,normal
22.9,61,999,14.5,0.0,none,88.2355,39.9103,1451,2020-06-28 17:00:00,6,17,grassland,sand,16.4,rural,normal
24.3,89,1016,14.8,2.9,none,23.5044,-64.5849,130,2020-06-28 18:00:00,6,18,grassland,sand,15.4,rural,normal
17.1,80,1008,21.5,0.0,none,33.0527,153.6606,460,2020-06-28 19:00:00,6,19,forest,silt,43.5,rural,normal
22.6,66,1014,14.2,3.4,none,22.3551,-7.0613,1216,2020-06-28 20:00:00,6,20,urban,silt,13.3,urban,normal
2.4,84,1007,14.2,0.0,none,-31.2661,-124.4754,516,2020-06-28 21:00:00,6,21,cropland,clay,49.4,rural,cool_current
28.2,24,1002,2.3,0.0,none,89.3787,-155.276,557,2020-06-28 22:00:00,6,22,shrubland,silt,42.9,rural,normal
24.1,100,1007,8.6,3.1,none,18.1709,-99.9447,331,2020-06-28 23:00:00,6,23,wetland,clay,50.0,rural,cool_current
6.9,60,1004,9.7,3.2,none,17.3241,29.3402,814,2020-06-29 00:00:00,6,0,forest,loam,44.5,rural,normal
17.6,79,1001,10.4,0.0,none,-19.6786,101.2264,439,2020-06-29 01:00:00,6,1,urban,clay,23.4,urban,normal
-2.7,59,991,5.4,0.0,none,-65.0808,154.3661,2508,2020-06-29 02:00:00,6,2,cropland,loam,43.1,rural,normal
27.2,97,1010,12.9,1.5,none,-1.608,142.8164,444,2020-06-29 03:00:00,6,3,wetland,clay,80.3,rural,normal
8.9,81,996,14.7,0.0,none,-62.8817,-83.224,793,2020-06-29 04:00:00,6,4,urban,silt,35.7,rural,cool_current
7.3,10,978,2.6,0.0,none,-81.2429,-137.7445,2615,2020-06-29 05:00:00,6,5,shrubland,sand,57.7,rural,cool_current
31.8,41,994,11.8,0.0,none,-72.4135,-55.0341,1816,2020-06-29 06:00:00,6,6,grassland,sand,49.8,rural,normal
35.0,55,1022,15.7,0.0,none,-25.9714,118.9176,211,2020-06-29 07:00:00,6,7,urban,loam,16.2,urban,normal
30.5,64,1010,18.2,0.0,none,-43.1614,-54.7455,407,2020-06-29 08:00:00,6,8,grassland,loam,22.4,rural,normal
13.4,55,1006,3.0,0.0,none,-87.9144,77.5698,927,2020-06-29 09:00:00,6,9,grassland,loam,16.6,rural,normal
24.4,58,1010,16.8,0.3,none,3.1086,109.5755,553,2020-06-29 10:00:00,6,10,urban,clay,45.9,urban,normal
25.6,67,995,13.2,0.3,none,23.1691,11.5041,997,2020-06-29 11:00:00,6,11,forest,silt,44.2,rural,cool_current
18.8,48,998,8.3,0.0,none,86.2381,146.1421,726,2020-06-29 12:00:00,6,12,urban,loam,31.7,rural,normal
30.8,10,1006,11.8,0.1,none,58.7067,139.6848,849,2020-06-29 13:00:00,6,13,shrubland,clay,64.4,rural,normal
26.3,74,985,38.3,10.2,storm,-13.6343,37.4804,64,2020-06-29 14:00:00,6,14,forest,loam,22.1,rural,normal
22.3,100,1004,25.2,8.3,storm,-12.4903,42.2583,159,2020-06-29 15:00:00,6,15,wetland,clay,65.9,rural,normal
15.4,73,1002,1.5,0.0,none,-17.7067,-108.3624,924,2020-06-29 16:00:00,6,16,grassland,silt,44.7,rural,cool_current
22.9,21,977,25.0,27.6,storm,47.6188,-154.1689,2738,2020-06-29 17:00:00,6,17,shrubland,loam,28.9,rural,normal
24.4,69,1005,18.1,0.0,none,-15.2961,95.0349,417,2020-06-29 18:00:00,6,18,grassland,clay,72.2,rural,normal
21.8,39,999,23.4,0.0,none,-80.9532,-6.5129,1478,2020-06-29 19:00:00,6,19,shrubland,sand,31.0,rural,normal
25.2,64,1011,8.8,3.9,none,58.0066,66.5923,179,2020-06-29 20:00:00,6,20,cropland,sand,8.9,rural,normal
19.2,59,1015,2.5,1.2,none,57.6177,-159.3085,436,2020-06-29 21:00:00,6,21,urban,silt,12.1,rural,normal
21.3,17,1006,22.9,1.9,none,70.7432,154.6203,1623,2020-06-29 22:00:00,6,22,shrubland,clay,29.4,rural,normal
25.7,10,1001,7.8,0.0,none,-87.4127,87.7078,1345,2020-06-29 23:00:00,6,23,shrubland,loam,33.5,rural,normal
28.4,72,1015,6.6,0.0,none,-13.5753,73.4075,54,2020-06-30 00:00:00,6,0,urban,silt,53.9,urban,normal
25.1,12,1004,1.0,0.6,none,80.7002,82.8233,882,2020-06-30 01:00:00,6,1,shrubland,loam,26.1,rural,normal
12.0,18,1005,20.3,3.5,none,59.9302,-119.5326,1224,2020-06-30 02:00:00,6,2,urban,sand,13.6,urban,cool_current
12.4,79,1016,8.2,0.8,none,-4.9825,-143.7314,52,2020-06-30 03:00:00,6,3,urban,clay,46.7,urban,cool_current
23.1,21,1009,1.9,0.0,none,-79.296,170.0483,911,2020-06-30 04:00:00,6,4,grassland,silt,46.5,rural,normal
20.0,67,1006,5.6,2.4,none,71.9793,-126.3069,532,2020-06-30 05:00:00,6,5,grassland,sand,45.3,rural,cool_current
24.4,78,997,34.4,5.1,storm,-0.7736,-30.345,4,2020-06-30 06:00:00,6,6,wetland,clay,56.0,rural,normal
20.6,19,991,19.3,0.0,none,-82.7516,101.4495,2476,2020-06-30 07:00:00,6,7,shrubland,sand,82.7,rural,normal
26.3,47,1009,17.8,0.0,none,7.5163,95.2523,367,2020-06-30 08:00:00,6,8,urban,silt,27.6,urban,normal
25.8,10,991,26.1,1.4,none,71.8044,144.094,1400,2020-06-30 09:00:00,6,9,urban,clay,20.3,urban,normal
18.2,59,1004,43.0,0.0,wind_damage,-87.2037,-14.9086,1009,2020-06-30 10:00:00,6,10,urban,sand,32.0,urban,normal
28.6,69,1015,12.8,0.6,none,41.3743,-162.9101,94,2020-06-30 11:00:00,6,11,grassland,silt,5.2,rural,normal
25.8,31,1002,11.1,0.0,none,-80.4326,51.6474,974,2020-06-30 12:00:00,6,12,shrubland,clay,26.6,rural,normal
39.4,10,1006,5.4,0.1,none,70.9988,-37.1132,1456,2020-06-30 13:00:00,6,13,urban,sand,41.4,urban,normal
26.5,95,1011,10.9,0.4,none,33.4142,69.5246,413,2020-06-30 14:00:00,6,14,wetland,clay,20.0,rural,normal
12.2,43,1010,19.7,2.7,none,67.386,-88.9369,448,2020-06-30 15:00:00,6,15,shrubland,silt,1.8,rural,cool_current
16.5,18,995,2.9,0.0,none,-63.1624,-64.2662,2205,2020-06-30 16:00:00,6,16,grassland,silt,5.6,rural,normal
29.2,59,1004,2.9,0.1,none,11.9304,76.3066,346,2020-06-30 17:00:00,6,17,grassland,clay,81.7,rural,normal
14.8,63,1017,10.7,0.0,none,-31.4462,10.8696,362,2020-06-30 18:00:00,6,18,forest,loam,32.0,rural,cool_current
18.4,88,1016,16.1,1.6,none,-11.8315,-11.4692,46,2020-06-30 19:00:00,6,19,grassland,silt,73.8,rural,normal
31.8,83,1010,15.3,0.3,none,3.7001,111.609,200,2020-06-30 20:00:00,6,20,forest,loam,44.5,rural,normal
27.4,20,991,17.7,1.0,none,68.0418,128.871,2174,2020-06-30 21:00:00,6,21,shrubland,clay,11.0,rural,normal
22.3,19,986,14.5,0.7,none,47.7428,136.8404,2573,2020-06-30 22:00:00,6,22,urban,clay,7.7,urban,normal
14.7,52,1007,14.3,1.8,none,64.4414,-142.9557,411,2020-06-30 23:00:00,6,23,urban,clay,23.3,urban,cool_current
3.3,69,999,1.4,0.0,none,-63.7532,120.465,1255,2020-07-01 00:00:00,7,0,cropland,clay,27.3,rural,normal
21.6,83,988,25.7,3.6,storm,-32.174,89.0275,331,2020-07-01 01:00:00,7,1,grassland,silt,61.9,rural,normal
22.6,47,1012,17.1,0.0,none,-30.1462,-102.8699,307,2020-07-01 02:00:00,7,2,urban,sand,35.8,urban,cool_current
11.0,60,1005,8.0,0.6,none,85.6621,14.2379,761,2020-07-01 03:00:00,7,3,cropland,clay,58.9,rural,cool_current
17.7,97,1012,17.8,0.0,none,-21.1459,149.0577,737,2020-07-01 04:00:00,7,4,wetland,clay,76.4,rural,normal
20.4,79,1003,0.6,0.8,none,45.5773,23.6371,733,2020-07-01 05:00:00,7,5,urban,sand,38.0,rural,normal
19.2,62,1016,16.4,0.0,none,-18.0225,-87.8437,97,2020-07-01 06:00:00,7,6,forest,silt,12.0,rural,cool_current
40.1,57,1005,8.4,0.0,none,-33.0615,110.4756,214,2020-07-01 07:00:00,7,7,forest,loam,67.5,rural,normal
19.0,55,1009,15.3,0.1,none,7.2203,-136.5792,123,2020-07-01 08:00:00,7,8,forest,loam,58.3,rural,cool_current
-1.5,50,1001,7.8,0.0,none,-55.0463,-136.7677,1826,2020-07-01 09:00:00,7,9,shrubland,sand,69.4,rural,cool_current
20.9,21,981,14.4,0.0,none,-87.1561,-44.555,2739,2020-07-01 10:00:00,7,10,grassland,loam,55.7,rural,normal
39.8,79,1020,4.4,0.2,none,-40.1594,-4.3973,118,2020-07-01 11:00:00,7,11,wetland,clay,22.0,rural,normal
16.2,36,1008,15.3,0.0,none,-62.5869,-127.1094,875,2020-07-01 12:00:00,7,12,shrubland,loam,22.8,rural,cool_current
18.1,34,1009,29.7,0.3,none,35.0216,-145.4322,948,2020-07-01 13:00:00,7,13,urban,loam,5.2,urban,cool_current
16.2,39,986,2.2,0.0,none,-60.5307,164.7103,3224,2020-07-01 14:00:00,7,14,urban,clay,36.7,urban,normal
24.9,16,992,13.2,0.4,none,42.858,99.192,1588,2020-07-01 15:00:00,7,15,grassland,silt,3.8,rural,normal
32.8,66,1007,8.3,0.0,none,-31.8752,-23.7263,580,2020-07-01 16:00:00,7,16,urban,sand,12.0,urban,normal
14.6,60,1004,9.6,0.3,none,74.2972,-161.2791,1128,2020-07-01 17:00:00,7,17,cropland,clay,89.1,rural,normal
6.8,74,996,8.0,3.1,none,65.6689,-64.8563,1485,2020-07-01 18:00:00,7,18,cropland,clay,73.7,rural,normal
28.7,89,1012,17.5,0.6,none,39.4608,3.3736,130,2020-07-01 19:00:00,7,19,wetland,clay,16.5,rural,normal
19.4,76,1007,15.6,1.1,none,12.3318,72.947,586,2020-07-01 20:00:00,7,20,urban,clay,32.5,urban,normal
14.4,27,985,11.9,0.0,none,-61.1946,-165.7737,2414,2020-07-01 21:00:00,7,21,grassland,sand,14.8,rural,normal
8.8,70,994,5.3,0.2,none,46.1116,-25.9392,1493,2020-07-01 22:00:00,7,22,grassland,silt,31.0,rural,normal
22.4,26,996,16.0,0.0,none,-67.1258,-0.7846,1602,2020-07-01 23:00:00,7,23,urban,sand,2.1,urban,normal
15.7,10,1005,14.7,0.0,none,-51.6305,11.0003,2365,2020-07-02 00:00:00,7,0,urban,silt,21.3,urban,cool_current
23.0,77,1003,13.8,0.5,none,21.2211,100.4066,712,2020-07-02 01:00:00,7,1,forest,loam,64.5,rural,normal
18.1,66,1013,11.2,0.0,none,-9.2128,-67.0384,403,2020-07-02 02:00:00,7,2,grassland,clay,29.7,rural,normal
16.3,76,1007,18.5,0.0,none,-30.2449,100.8294,966,2020-07-02 03:00:00,7,3,forest,silt,67.5,rural,normal
9.7,74,1003,16.4,0.4,none,54.3725,147.8896,1088,2020-07-02 04:00:00,7,4,shrubland,loam,57.7,rural,normal
-0.7,25,989,11.4,0.0,none,-86.938,-86.6167,2750,2020-07-02 05:00:00,7,5,grassland,loam,29.7,rural,cool_current
26.2,80,988,34.1,2.3,storm,-10.6732,166.3672,445,2020-07-02 06:00:00,7,6,grassland,sand,86.8,rural,normal
20.7,53,1010,22.3,8.4,none,-11.3548,59.5719,590,2020-07-02 07:00:00,7,7,urban,sand,107.6,urban,normal
22.6,49,1003,24.0,0.0,none,-53.7316,-55.4513,821,2020-07-02 08:00:00,7,8,shrubland,loam,65.0,rural,normal
26.3,11,1000,16.8,1.7,none,68.6798,153.8267,2270,2020-07-02 09:00:00,7,9,grassland,loam,7.8,rural,normal
24.6,66,989,35.7,5.0,storm,31.5136,-111.7394,170,2020-07-02 10:00:00,7,10,forest,loam,60.1,rural,cool_current
6.0,64,995,12.3,0.0,none,-7.7278,16.5282,1622,2020-07-02 11:00:00,7,11,shrubland,clay,49.8,rural,cool_current
32.7,43,1017,15.5,1.3,none,23.0557,-26.3718,185,2020-07-02 12:00:00,7,12,urban,sand,43.7,urban,normal
7.9,10,989,30.8,0.0,wind_damage,-78.117,-74.515,2710,2020-07-02 13:00:00,7,13,urban,sand,31.1,urban,cool_current
25.4,49,1000,15.3,0.0,none,-86.002,-60.6428,383,2020-07-02 14:00:00,7,14,urban,silt,17.6,urban,normal
23.5,71,1016,5.1,0.0,none,-5.1517,-169.7065,176,2020-07-02 15:00:00,7,15,forest,silt,22.5,rural,normal
3.3,40,994,18.3,0.0,none,-80.3832,-79.6504,1884,2020-07-02 16:00:00,7,16,urban,silt,36.9,urban,cool_current
14.7,59,1009,8.3,0.0,none,-60.4093,-84.0159,511,2020-07-02 17:00:00,7,17,urban,clay,14.5,urban,cool_current
23.4,99,1008,6.2,1.5,none,42.6936,33.0078,144,2020-07-02 18:00:00,7,18,forest,loam,50.1,rural,normal
-0.0,64,1010,13.6,0.0,none,-54.9414,-79.5966,785,2020-07-02 19:00:00,7,19,shrubland,clay,36.2,rural,cool_current
21.9,14,997,24.1,11.8,none,53.5809,-39.5196,2021,2020-07-02 20:00:00,7,20,urban,silt,33.6,urban,normal
12.4,52,998,18.0,0.0,none,85.1575,109.6426,1362,2020-07-02 21:00:00,7,21,urban,loam,18.4,urban,normal
28.2,88,1016,18.8,1.5,none,14.6893,-160.0028,114,2020-07-02 22:00:00,7,22,forest,silt,53.5,rural,normal
17.6,18,999,15.1,0.3,none,33.273,-162.5681,1691,2020-07-02 23:00:00,7,23,grassland,silt,4.6,rural,normal
21.6,85,1019,19.1,0.0,none,-34.3323,55.87,197,2020-07-03 00:00:00,7,0,grassland,clay,68.6,rural,normal
11.3,20,979,36.7,5.4,storm,58.0561,24.2405,2020,2020-07-03 01:00:00,7,1,grassland,sand,25.3,rural,normal
6.8,33,990,11.7,0.0,none,-75.0093,-155.7979,2245,2020-07-03 02:00:00,7,2,shrubland,clay,53.2,rural,normal
24.7,88,1009,10.3,0.7,none,38.5365,80.3561,247,2020-07-03 03:00:00,7,3,grassland,sand,48.0,rural,normal
22.3,77,1011,13.2,2.7,none,37.1896,85.9821,411,2020-07-03 04:00:00,7,4,urban,sand,28.1,urban,normal
21.2,81,1013,7.2,1.7,none,10.3276,-74.9255,370,2020-07-03 05:00:00,7,5,grassland,loam,74.4,rural,cool_current
26.6,52,1011,21.4,1.6,none,81.1149,60.3448,121,2020-07-03 06:00:00,7,6,urban,loam,52.3,urban,normal
9.1,53,1008,7.7,0.0,none,-9.4073,-115.9663,1025,2020-07-03 07:00:00,7,7,grassland,clay,50.1,rural,cool_current
20.9,59,1000,26.0,13.3,storm,-9.3925,-19.309,98,2020-07-03 08:00:00,7,8,forest,loam,14.3,rural,normal
41.6,72,1015,19.6,0.8,none,2.1104,42.7725,147,2020-07-03 09:00:00,7,9,grassland,loam,9.2,rural,normal
